funded_amnt,int_rate,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,out_prncp,total_pymnt,term,grade,emp_title_2,emp_length_2,home_ownership,verification_status,issue_d_2,purpose_2,addr_state,time,pub_rec_2,Default
17500.0,11.06,76000.0,16.79,0.0,1.0,16.0,13158.0,25.8,24.0,14534.03,3992.5, 36 months,B,5,1,MORTGAGE,Source Verified,1,0,FL,5144.0,0,0
20000.0,11.55,60000.0,26.52,0.0,0.0,15.0,17165.0,28.3,27.0,18994.15,1748.61, 60 months,B,0,1,RENT,Not Verified,0,1,TX,12905.0,0,0
28000.0,18.94,66000.0,4.63,0.0,0.0,7.0,0.0,0.0,12.0,25005.75,5251.98, 36 months,D,5,1,MORTGAGE,Source Verified,1,2,PA,4536.0,1,1
11200.0,10.99,65000.0,13.92,0.0,0.0,12.0,37936.0,66.1,25.0,6361.04,7296.96, 60 months,B,5,1,MORTGAGE,Source Verified,2,2,IL,6331.0,0,0
5000.0,8.24,84000.0,24.01,0.0,0.0,18.0,3786.0,11.0,27.0,0.0,5595.8488560000005, 36 months,B,5,1,MORTGAGE,Not Verified,3,0,FL,5844.0,1,0
14000.0,10.9,32000.0,8.96,0.0,1.0,2.0,2647.0,37.8,5.0,0.0,14004.870280000001, 60 months,B,5,2,RENT,Source Verified,3,2,CA,2709.0,0,0
20000.0,11.99,49000.0,10.53,0.0,0.0,5.0,8555.0,75.7,16.0,19165.73,3039.4, 60 months,E,0,1,MORTGAGE,Verified,0,0,NJ,5997.0,0,0
12000.0,13.67,67000.0,13.61,0.0,0.0,6.0,912.0,5.0,33.0,0.0,13594.13189, 36 months,C,5,1,RENT,Not Verified,2,0,NJ,15585.0,0,0
13475.0,7.84,106000.0,18.83,0.0,0.0,13.0,34304.0,49.4,23.0,2565.93,4984.62, 36 months,A,5,0,MORTGAGE,Source Verified,0,0,VA,5509.0,0,0
15000.0,10.49,80000.0,19.34,0.0,1.0,18.0,23703.0,46.3,23.0,0.0,3214.66, 60 months,B,0,1,MORTGAGE,Not Verified,2,2,CT,5539.0,0,1
10000.0,8.46,45700.0,20.04,0.0,0.0,9.0,5370.0,68.8,12.0,9009.59,1257.3, 36 months,A,5,2,MORTGAGE,Source Verified,0,0,GA,2252.0,0,0
35000.0,14.46,110000.0,13.6,0.0,0.0,11.0,13543.0,43.1,32.0,0.0,24247.79, 36 months,C,5,1,MORTGAGE,Verified,2,2,OK,6270.0,0,1
9000.0,7.84,105000.0,19.78,0.0,0.0,11.0,16883.0,18.6,27.0,7872.51,1402.93, 36 months,A,5,1,RENT,Not Verified,0,0,CA,4993.0,0,0
4800.0,7.21,10000.0,12.85,0.0,0.0,13.0,1183.0,2.7,15.0,4438.32,444.12, 36 months,A,0,1,RENT,Not Verified,0,2,TX,2436.0,0,0
8125.0,18.25,22596.0,27.36,0.0,0.0,16.0,7833.0,57.6,26.0,0.0,9791.945539, 36 months,D,0,1,RENT,Verified,2,0,NY,13302.0,1,0
20000.0,10.47,35000.0,28.5,0.0,0.0,21.0,20176.0,69.6,31.0,18073.89,2575.81, 36 months,B,5,2,MORTGAGE,Source Verified,0,1,IL,5144.0,0,0
25000.0,15.99,108000.0,20.71,0.0,1.0,13.0,8803.0,13.4,17.0,0.0,19289.4, 36 months,C,5,1,RENT,Verified,3,0,CA,8369.0,0,1
13475.0,11.98,66000.0,2.83,0.0,0.0,9.0,6477.0,7.0,15.0,0.0,0.0, 60 months,B,5,0,RENT,Source Verified,3,2,CA,5388.0,0,1
30000.0,10.08,80000.0,9.29,0.0,0.0,5.0,1007.0,40.3,11.0,27098.12,3843.0, 36 months,B,0,1,OWN,Not Verified,0,0,NY,5997.0,0,0
20500.0,22.45,57000.0,27.66,0.0,0.0,11.0,28350.0,98.4,23.0,0.0,6188.25, 60 months,E,5,0,RENT,Verified,2,0,OH,7153.0,0,0
35000.0,11.99,102000.0,31.09,0.0,0.0,19.0,29331.0,50.7,31.0,2565.93,5570.87, 60 months,F,5,1,RENT,Verified,0,2,NY,9588.0,0,0
12000.0,10.47,32225.0,10.06,0.0,0.0,11.0,9810.0,29.1,17.0,11221.28,1274.79, 60 months,B,5,2,RENT,Source Verified,0,0,CA,2556.0,0,0
15000.0,7.84,30696.0,18.11,0.0,0.0,9.0,7657.0,53.5,16.0,13879.89,1416.63, 36 months,A,0,1,MORTGAGE,Verified,0,0,FL,9496.0,0,0
32000.0,17.47,152000.0,1.07,0.0,0.0,9.0,1053.0,11.8,12.0,0.0,6188.25, 60 months,D,5,1,MORTGAGE,Verified,3,0,NY,6270.0,0,0
8000.0,10.75,40000.0,19.59,0.0,2.0,12.0,7291.0,17.5,28.0,0.0,8016.73, 36 months,B,5,2,MORTGAGE,Not Verified,2,0,OK,6058.0,0,0
30000.0,13.56,54000.0,21.47,0.0,0.0,12.0,26265.0,81.6,17.0,27937.07,3011.59, 36 months,C,5,2,RENT,Not Verified,0,0,FL,4748.0,0,0
4800.0,11.47,101000.0,15.4,0.0,1.0,10.0,24823.0,66.0,28.0,0.0,5495.27052, 36 months,B,5,1,MORTGAGE,Verified,3,2,NJ,11872.0,0,0
6600.0,11.48,65000.0,21.68,0.0,0.0,17.0,6474.0,23.1,20.0,0.0,6644.2, 36 months,B,5,1,RENT,Source Verified,2,0,NJ,2953.0,0,0
15400.0,11.05,14400.0,16.42,0.0,1.0,10.0,9922.0,15.6,19.0,13802.53,2737.3, 60 months,B,5,1,RENT,Verified,1,2,NY,4901.0,0,0
2400.0,18.99,12500.0,15.95,0.0,1.0,6.0,4408.0,37.7,17.0,578.27,2534.67, 36 months,D,0,1,OWN,Verified,3,2,CT,9437.0,1,0
16500.0,7.39,55000.0,17.08,0.0,0.0,12.0,652.0,7.2,37.0,1519.11,16930.18, 36 months,A,5,1,MORTGAGE,Not Verified,1,0,OH,7305.0,1,0
15000.0,11.47,40000.0,21.66,0.0,0.0,8.0,11186.0,76.1,34.0,0.0,17187.45725, 36 months,B,5,2,RENT,Verified,1,0,ND,4109.0,0,0
27000.0,11.06,75000.0,11.38,0.0,0.0,2.0,26211.0,91.0,8.0,25625.1,2334.85, 60 months,B,5,2,MORTGAGE,Source Verified,0,0,TX,4809.0,0,0
33575.0,18.25,73000.0,27.04,0.0,1.0,21.0,11162.0,69.5,36.0,0.0,12789.32, 60 months,D,5,0,OWN,Source Verified,2,1,TX,5082.0,0,1
12075.0,8.46,30000.0,22.32,0.0,0.0,7.0,414.0,1.0,14.0,10268.43,2279.95, 36 months,A,5,1,MORTGAGE,Not Verified,0,0,MA,8310.0,0,0
14400.0,14.47,105000.0,30.9,0.0,0.0,21.0,17862.0,47.1,28.0,13089.24,2051.3, 36 months,C,5,2,RENT,Source Verified,0,0,NJ,7061.0,0,0
5000.0,7.49,38000.0,22.77,0.0,0.0,11.0,3739.0,9.0,25.0,0.0,5596.204713, 36 months,A,5,2,RENT,Verified,2,0,MI,7245.0,0,0
17350.0,19.99,70408.0,18.24,0.0,0.0,15.0,6581.0,32.1,34.0,0.0,21590.97493, 60 months,D,5,1,MORTGAGE,Verified,2,0,NJ,8522.0,1,0
18000.0,12.05,52000.0,14.75,0.0,0.0,13.0,5466.0,27.6,21.0,7555.38,15567.84, 60 months,C,5,1,OWN,Not Verified,3,2,NC,5723.0,0,0
7000.0,7.46,20000.0,3.78,0.0,0.0,3.0,3037.0,19.6,6.0,2279.88,4955.68, 36 months,A,5,0,MORTGAGE,Source Verified,1,0,NC,6819.0,0,0
26400.0,22.39,56000.0,40.76,0.0,0.0,19.0,23195.0,58.7,43.0,0.0,12901.69, 60 months,E,5,0,MORTGAGE,Verified,3,0,OK,5235.0,1,1
32000.0,5.32,150000.0,6.72,0.0,1.0,18.0,28355.0,28.8,27.0,0.0,6188.25, 36 months,A,5,2,RENT,Verified,2,1,CA,11628.0,0,0
12000.0,6.67,64500.0,6.92,0.0,0.0,11.0,7569.0,21.1,23.0,10473.02,1839.15, 36 months,A,0,1,MORTGAGE,Not Verified,0,1,MI,4901.0,1,0
9000.0,11.44,125000.0,13.76,0.0,1.0,15.0,12366.0,38.6,30.0,0.0,10027.28794, 36 months,B,5,2,RENT,Source Verified,3,0,NY,5447.0,0,0
11200.0,22.39,73400.0,29.23,0.0,0.0,11.0,2725.0,29.3,28.0,0.0,14551.66004, 60 months,E,5,2,RENT,Verified,3,1,NY,8127.0,1,0
6025.0,10.08,30000.0,12.24,0.0,1.0,12.0,5105.0,27.9,17.0,4607.45,1643.6, 36 months,B,5,2,RENT,Source Verified,0,1,MA,3744.0,0,0
37500.0,18.99,75000.0,16.46,0.0,0.0,6.0,15130.0,94.0,15.0,7817.56,6188.25, 36 months,D,5,1,MORTGAGE,Verified,2,0,GA,8888.0,0,0
6000.0,6.67,91000.0,14.43,0.0,1.0,14.0,11336.0,17.6,27.0,5081.26,1103.94, 36 months,A,5,1,MORTGAGE,Not Verified,0,0,CA,7031.0,0,0
10000.0,14.47,50000.0,27.17,0.0,0.0,11.0,16198.0,60.2,19.0,9321.42,967.9, 36 months,C,1,2,RENT,Source Verified,0,0,CA,4170.0,0,0
5000.0,9.92,80000.0,2.05,0.0,0.0,4.0,5279.0,34.3,7.0,3756.26,1608.74, 36 months,B,5,1,RENT,Not Verified,2,0,DC,6150.0,0,0
28000.0,5.32,105000.0,26.06,0.0,0.0,15.0,11162.0,88.0,23.0,3335.59,26974.76, 36 months,A,5,1,MORTGAGE,Verified,3,1,WI,8858.0,0,0
16000.0,18.94,102720.0,33.22,0.0,0.0,11.0,37684.0,84.1,25.0,15164.04,2055.81, 60 months,D,5,1,MORTGAGE,Not Verified,0,0,CA,9861.0,0,0
10000.0,11.49,28200.0,3.83,0.0,0.0,6.0,2713.0,17.2,12.0,0.0,10344.87, 60 months,B,5,2,MORTGAGE,Verified,3,2,IN,9830.0,2,0
18000.0,8.19,55000.0,29.52,0.0,0.0,11.0,14338.0,40.2,16.0,17111.4,1123.09, 36 months,A,0,1,RENT,Not Verified,3,1,OH,4352.0,0,0
15000.0,8.99,72000.0,15.77,0.0,0.0,16.0,20590.0,34.1,38.0,0.0,16698.79985, 36 months,B,0,1,MORTGAGE,Verified,2,0,IL,12844.0,0,0
30000.0,14.85,118000.0,31.09,0.0,1.0,13.0,22123.0,75.2,22.0,0.0,6188.25, 36 months,C,5,2,MORTGAGE,Verified,2,0,KY,8980.0,0,0
24000.0,7.26,138000.0,16.05,0.0,1.0,14.0,24683.0,36.7,32.0,8982.01,19151.4, 60 months,A,5,1,MORTGAGE,Not Verified,3,2,VA,10472.0,0,0
24000.0,10.49,66000.0,10.55,0.0,2.0,14.0,40334.0,82.5,24.0,5273.46,22604.56, 36 months,B,5,2,MORTGAGE,Source Verified,3,2,VA,9557.0,0,0
22000.0,14.49,69000.0,25.14,0.0,1.0,25.0,12257.0,24.1,48.0,0.0,25037.47454, 36 months,C,5,1,RENT,Source Verified,3,0,GA,7580.0,0,0
18175.0,18.94,27000.0,24.62,0.0,0.0,13.0,4717.0,13.0,15.0,0.0,18715.37554, 60 months,D,5,2,MORTGAGE,Verified,0,0,FL,2556.0,1,0
6000.0,16.99,40000.0,15.69,0.0,0.0,15.0,2803.0,23.6,22.0,0.0,4144.59, 36 months,D,5,2,RENT,Source Verified,3,0,MI,4170.0,0,1
14400.0,7.96,25000.0,26.79,0.0,0.0,11.0,413.0,1.0,48.0,12234.7,2722.06, 36 months,A,5,1,OWN,Source Verified,2,0,TX,9649.0,0,1
11000.0,13.67,90000.0,35.87,0.0,1.0,16.0,17937.0,78.0,24.0,1455.63,12002.99, 36 months,C,5,1,MORTGAGE,Not Verified,3,2,IL,8858.0,0,0
17750.0,10.47,61609.6,24.62,0.0,0.0,10.0,17455.0,58.0,18.0,15163.34,3449.7, 36 months,B,5,2,RENT,Source Verified,0,0,WA,5478.0,0,0
16000.0,13.49,68000.0,14.67,0.0,0.0,14.0,11677.0,39.6,36.0,0.0,19219.334880000002, 36 months,C,5,1,RENT,Verified,2,0,CA,7550.0,1,0
21600.0,13.99,45000.0,18.24,0.0,1.0,12.0,30674.0,50.2,15.0,6283.52,19904.6, 36 months,C,5,1,MORTGAGE,Verified,3,0,MD,5631.0,0,0
32000.0,10.49,136000.0,26.29,0.0,0.0,14.0,11162.0,80.0,34.0,0.0,6188.25, 36 months,B,5,2,MORTGAGE,Source Verified,3,0,VA,5447.0,0,0
13475.0,7.35,70000.0,6.69,0.0,0.0,8.0,20092.0,41.8,32.0,0.0,6188.25, 36 months,A,5,1,MORTGAGE,Source Verified,3,2,KY,5936.0,0,0
13800.0,10.9,68500.0,37.12,0.0,1.0,14.0,4040.0,8.6,32.0,11796.54,3334.75, 60 months,B,5,2,RENT,Source Verified,3,2,CT,13698.0,0,0
10000.0,16.91,47000.0,16.37,0.0,0.0,10.0,5846.0,59.7,26.0,8893.43,1771.01, 36 months,C,5,2,MORTGAGE,Source Verified,0,1,MI,3562.0,0,0
16000.0,6.97,145000.0,14.65,0.0,2.0,25.0,19272.0,34.5,36.0,1464.19,16309.35, 36 months,A,5,0,RENT,Verified,3,2,CA,4628.0,0,0
19300.0,11.99,42000.0,33.2,0.0,2.0,21.0,33076.0,80.7,34.0,13751.42,14941.37, 60 months,E,5,2,MORTGAGE,Not Verified,3,1,OK,5997.0,0,0
9100.0,21.49,27000.0,29.56,0.0,0.0,16.0,9202.0,35.9,45.0,0.0,4665.09, 36 months,D,5,1,OWN,Not Verified,3,0,AZ,7061.0,0,1
20000.0,9.17,55400.0,31.52,0.0,0.0,11.0,14644.0,60.3,21.0,0.0,21571.7, 36 months,B,5,2,MORTGAGE,Not Verified,3,0,LA,4231.0,0,0
20000.0,21.48,48000.0,9.05,0.0,2.0,9.0,6419.0,51.4,13.0,10640.31,19649.77, 60 months,E,5,2,MORTGAGE,Verified,2,0,NC,2831.0,0,1
5000.0,6.07,24000.0,13.65,0.0,0.0,4.0,5110.0,24.9,14.0,3700.92,1519.33, 36 months,A,5,2,MORTGAGE,Verified,2,0,FL,3621.0,0,0
12000.0,8.46,56000.0,14.72,0.0,1.0,7.0,8223.0,40.1,12.0,10811.55,1503.08, 36 months,A,5,2,RENT,Not Verified,0,1,WI,4809.0,1,0
21800.0,11.99,140000.0,23.66,0.0,1.0,11.0,38268.0,50.6,41.0,20463.41,4565.11, 60 months,E,5,0,MORTGAGE,Source Verified,1,0,VA,9741.0,1,0
10000.0,18.99,74000.0,12.84,0.0,0.0,11.0,9242.0,78.3,35.0,0.0,3247.2, 60 months,D,5,1,MORTGAGE,Not Verified,2,2,TN,9496.0,0,1
17000.0,22.35,70000.0,12.67,0.0,1.0,7.0,4365.0,18.2,31.0,14889.68,3892.81, 36 months,D,5,2,RENT,Verified,0,0,CO,8310.0,0,0
33400.0,19.53,98898.0,30.38,0.0,0.0,18.0,37687.0,67.5,45.0,0.0,6188.25, 60 months,D,5,1,MORTGAGE,Source Verified,2,1,AL,6819.0,1,0
7500.0,11.55,135000.0,12.26,0.0,1.0,6.0,6566.0,67.7,11.0,6788.56,985.19, 36 months,B,5,1,MORTGAGE,Not Verified,0,2,AL,11810.0,0,0
10800.0,9.49,72000.0,24.33,0.0,0.0,15.0,7314.0,44.1,26.0,1690.67,10717.52, 36 months,B,5,2,RENT,Source Verified,3,1,DE,3958.0,0,0
20000.0,13.59,85000.0,25.88,0.0,0.0,14.0,10016.0,21.5,33.0,16733.69,5964.49, 60 months,C,5,1,MORTGAGE,Not Verified,3,0,IN,5784.0,0,0
5000.0,14.52,50400.0,4.6,0.0,1.0,6.0,6256.0,65.9,38.0,4068.25,1367.2, 36 months,C,5,1,MORTGAGE,Verified,1,1,FL,9406.0,0,0
9000.0,6.89,50000.0,16.54,0.0,0.0,17.0,10396.0,28.8,22.0,0.0,9984.014629000001, 36 months,A,5,2,RENT,Not Verified,1,0,CA,4840.0,0,0
10000.0,9.75,110000.0,5.68,0.0,0.0,7.0,17570.0,65.8,17.0,0.0,10282.69, 36 months,B,5,2,MORTGAGE,Source Verified,2,0,CT,10441.0,0,0
22500.0,13.18,46000.0,34.3,0.0,0.0,13.0,17467.0,48.8,41.0,0.0,23860.3, 60 months,C,5,2,RENT,Not Verified,1,1,CA,6240.0,0,0
5000.0,13.99,25000.0,5.71,0.0,1.0,6.0,2542.0,24.4,8.0,0.0,5824.746785, 36 months,C,5,0,RENT,Source Verified,3,0,TX,2891.0,0,0
13000.0,14.08,48000.0,34.98,0.0,0.0,11.0,11953.0,37.1,39.0,11072.81,3610.94, 60 months,C,5,2,MORTGAGE,Not Verified,3,1,KS,7550.0,0,0
27600.0,10.64,60000.0,23.83,0.0,0.0,12.0,27635.0,53.0,25.0,0.0,6188.25, 60 months,B,5,1,MORTGAGE,Verified,1,1,OH,12783.0,0,0
30000.0,10.9,85000.0,20.57,0.0,1.0,17.0,21457.0,31.2,35.0,21063.28,11660.0, 36 months,B,5,2,OWN,Source Verified,3,0,MA,6028.0,0,0
35000.0,19.03,84000.0,34.57,0.0,0.0,11.0,30402.0,69.3,25.0,2565.93,11133.98, 60 months,D,5,2,MORTGAGE,Source Verified,3,0,TX,6635.0,0,0
20000.0,11.49,100000.0,12.7,0.0,0.0,15.0,23032.0,90.7,30.0,4443.98,19110.7, 36 months,B,5,1,MORTGAGE,Source Verified,3,0,FL,7092.0,0,0
10000.0,6.11,65000.0,32.7,0.0,0.0,14.0,27837.0,51.3,30.0,8719.21,1527.0, 36 months,A,5,2,OWN,Verified,0,0,FL,9192.0,0,0
5600.0,8.46,45000.0,32.99,0.0,1.0,17.0,1054.0,2.3,21.0,4904.26,878.14, 36 months,A,5,2,RENT,Not Verified,0,2,NJ,5631.0,0,0
6700.0,8.39,33178.0,14.8,0.0,0.0,7.0,5574.0,58.1,16.0,624.4,6965.49, 36 months,B,0,1,RENT,Verified,3,1,MD,8219.0,1,0
25000.0,13.56,108000.0,17.22,0.0,0.0,7.0,11162.0,10.3,40.0,23498.86,2861.27, 60 months,C,5,2,MORTGAGE,Source Verified,0,0,OH,9376.0,0,0
23900.0,19.53,52000.0,17.68,0.0,1.0,8.0,7106.0,49.7,18.0,12374.44,22544.99, 60 months,D,5,1,MORTGAGE,Not Verified,2,0,IL,7823.0,0,0
12000.0,8.46,125000.0,8.87,0.0,0.0,12.0,11162.0,10.7,24.0,8895.09,3644.49, 36 months,A,5,1,OWN,Source Verified,1,0,MI,8675.0,1,0
15000.0,15.99,62000.0,18.58,0.0,1.0,18.0,30235.0,85.7,20.0,0.0,17194.6579, 36 months,C,5,2,RENT,Source Verified,3,0,CA,5358.0,0,0
4800.0,7.99,30000.0,17.96,0.0,0.0,7.0,4313.0,29.1,7.0,1169.04,4230.02, 36 months,A,5,2,RENT,Source Verified,3,0,CA,2436.0,0,0
10000.0,6.07,40000.0,19.33,0.0,0.0,21.0,20370.0,56.0,21.0,7401.84,3038.66, 36 months,A,5,0,MORTGAGE,Source Verified,2,1,MO,6635.0,0,0
30000.0,6.46,72000.0,24.68,0.0,0.0,9.0,37273.0,66.1,14.0,27715.46,2735.26, 36 months,A,5,2,MORTGAGE,Verified,0,0,TX,16163.0,0,0
5000.0,7.24,80000.0,16.38,0.0,0.0,16.0,10799.0,62.1,24.0,1206.33,4336.31, 36 months,A,5,1,RENT,Source Verified,3,1,MO,4475.0,0,0
4000.0,14.47,30000.0,20.96,0.0,0.0,18.0,3379.0,24.1,19.0,3635.89,544.09, 36 months,C,5,1,RENT,Source Verified,0,0,FL,1795.0,0,0
15000.0,7.96,95000.0,33.94,0.0,0.0,22.0,37740.0,57.4,28.0,11184.8,4684.43, 36 months,A,5,1,OWN,Source Verified,2,2,TX,3866.0,0,0
5000.0,6.19,76000.0,19.6,0.0,0.0,15.0,13144.0,23.0,26.0,4098.84,1065.27, 36 months,A,5,2,MORTGAGE,Not Verified,1,2,NY,5570.0,0,0
18000.0,5.31,66000.0,11.11,0.0,0.0,12.0,3778.0,0.0,16.0,13283.44,5414.59, 36 months,A,5,2,RENT,Verified,2,0,CT,14244.0,0,0
16000.0,12.79,60000.0,19.14,0.0,0.0,10.0,9644.0,70.9,16.0,9261.31,10858.83, 60 months,C,5,2,MORTGAGE,Verified,2,0,MI,4262.0,0,0
10000.0,13.56,24000.0,13.15,0.0,0.0,12.0,7361.0,31.6,23.0,9077.91,1320.94, 36 months,C,0,1,RENT,Not Verified,0,0,GA,5692.0,0,0
7500.0,12.05,36000.0,20.4,0.0,0.0,15.0,4842.0,22.8,28.0,0.0,8027.92, 36 months,C,5,2,RENT,Source Verified,3,0,NV,5631.0,0,0
35000.0,7.89,66000.0,21.21,0.0,0.0,23.0,9004.0,23.5,41.0,16865.47,24073.71, 60 months,A,5,0,MORTGAGE,Verified,2,2,NE,7336.0,0,0
13000.0,10.07,65000.0,12.17,0.0,0.0,6.0,13055.0,90.0,8.0,10106.87,3771.92, 36 months,B,5,1,RENT,Verified,1,0,CA,7123.0,0,0
2750.0,13.59,35000.0,4.15,0.0,0.0,3.0,3646.0,55.2,3.0,1882.63,1210.7, 36 months,C,5,2,RENT,Source Verified,3,0,CA,4505.0,0,0
14000.0,13.67,96000.0,11.51,0.0,1.0,8.0,12950.0,67.4,14.0,0.0,16210.01036, 60 months,C,5,1,MORTGAGE,Not Verified,2,1,CA,6939.0,1,0
8000.0,11.39,50000.0,1.82,0.0,0.0,1.0,3046.0,60.9,4.0,0.0,9342.638103, 36 months,B,5,2,RENT,Source Verified,3,0,NY,3897.0,0,0
35000.0,12.59,130000.0,34.94,0.0,0.0,24.0,34897.0,41.2,52.0,15428.73,6188.25, 60 months,C,5,1,MORTGAGE,Verified,1,0,MA,12510.0,0,0
15000.0,11.99,35000.0,27.5,0.0,0.0,9.0,6444.0,54.6,19.0,0.0,16072.97, 36 months,C,5,1,MORTGAGE,Not Verified,1,0,IL,6089.0,1,0
7000.0,6.67,66000.0,11.24,0.0,0.0,18.0,2855.0,6.6,30.0,5229.25,2003.04, 36 months,A,5,1,MORTGAGE,Not Verified,1,2,UT,5631.0,0,0
4000.0,21.49,49000.0,23.14,0.0,0.0,10.0,14698.0,70.7,17.0,1377.72,3934.91, 36 months,D,5,1,MORTGAGE,Verified,3,2,WA,6301.0,0,0
15000.0,19.99,68000.0,20.88,0.0,0.0,9.0,18086.0,59.7,17.0,0.0,19192.522080000002, 60 months,D,5,2,MORTGAGE,Source Verified,3,0,FL,7611.0,0,0
19275.0,23.99,39923.0,20.18,0.0,2.0,9.0,17699.0,50.1,22.0,0.0,20117.55002, 60 months,E,5,2,RENT,Source Verified,3,1,FL,7245.0,0,0
18000.0,16.01,78000.0,12.46,0.0,0.0,5.0,9628.0,93.5,14.0,14270.43,5784.34, 36 months,C,5,1,RENT,Source Verified,1,0,LA,16102.0,0,0
6725.0,13.49,100000.0,19.63,0.0,0.0,10.0,1884.0,27.3,51.0,0.0,7710.998706, 36 months,C,5,2,MORTGAGE,Verified,3,0,MS,6058.0,1,0
15000.0,11.99,25000.0,2.26,0.0,0.0,2.0,224.0,28.0,3.0,0.0,2216.03, 60 months,E,0,1,OWN,Source Verified,3,0,LA,6423.0,0,1
5000.0,9.93,65000.0,7.8,0.0,0.0,7.0,8609.0,39.9,11.0,3362.81,2089.82, 36 months,B,5,2,RENT,Source Verified,3,2,CA,4475.0,0,0
8400.0,17.99,25800.0,7.58,0.0,1.0,6.0,7069.0,62.0,6.0,0.0,9307.974754, 36 months,D,5,2,RENT,Verified,3,0,FL,2525.0,0,0
5000.0,7.24,46800.0,22.82,0.0,0.0,8.0,18513.0,47.6,13.0,1206.33,4334.3, 36 months,A,5,1,MORTGAGE,Not Verified,3,2,PA,13606.0,0,0
6000.0,8.39,85000.0,21.66,0.0,1.0,13.0,3386.0,10.0,20.0,187.77,6615.7, 36 months,B,5,1,MORTGAGE,Not Verified,2,2,AZ,5327.0,0,0
18400.0,17.99,36816.0,31.63,0.0,0.0,5.0,19001.0,76.0,20.0,4336.16,18758.4, 36 months,D,0,1,RENT,Verified,3,0,TX,5419.0,0,0
20000.0,7.96,66000.0,8.59,0.0,0.0,10.0,33073.0,66.9,17.0,15437.02,5635.46, 36 months,A,5,2,MORTGAGE,Source Verified,1,1,TX,5509.0,0,0
6500.0,9.99,55000.0,10.58,0.0,1.0,9.0,5357.0,54.7,12.0,0.0,7090.63, 36 months,B,5,2,MORTGAGE,Verified,3,0,IL,6028.0,0,0
15000.0,5.31,60000.0,26.12,0.0,0.0,19.0,7595.0,12.0,37.0,11869.56,3608.86, 36 months,A,5,1,MORTGAGE,Not Verified,1,0,AL,9284.0,0,0
16000.0,7.35,62000.0,16.86,0.0,1.0,14.0,19472.0,38.4,29.0,0.0,17067.43867, 36 months,A,5,1,MORTGAGE,Source Verified,3,0,WA,6970.0,0,0
23000.0,7.89,65000.0,25.96,0.0,0.0,16.0,27930.0,32.0,37.0,6714.98,19894.94, 60 months,A,5,2,MORTGAGE,Verified,1,0,AR,7336.0,0,0
6000.0,11.47,68000.0,22.63,0.0,0.0,12.0,19479.0,74.6,29.0,0.0,6240.66, 36 months,B,5,1,RENT,Not Verified,1,0,NY,7397.0,0,0
30000.0,12.62,125000.0,33.7,0.0,2.0,11.0,14630.0,53.9,21.0,25404.87,8100.33, 60 months,C,5,1,MORTGAGE,Verified,3,0,GA,7061.0,0,0
10000.0,19.99,56000.0,21.86,0.0,0.0,8.0,4232.0,96.2,27.0,0.0,6900.72, 36 months,D,5,1,OWN,Verified,3,0,GA,5113.0,2,1
23400.0,10.47,50400.0,18.33,0.0,0.0,13.0,2811.0,24.9,36.0,21255.4,3491.05, 60 months,B,5,2,RENT,Source Verified,1,0,FL,6849.0,0,0
24000.0,12.73,53000.0,18.89,0.0,2.0,15.0,934.0,4.4,42.0,22828.84,2203.18, 60 months,B,5,2,RENT,Not Verified,0,0,MA,5631.0,0,0
35000.0,15.31,90000.0,18.73,0.0,0.0,11.0,39795.0,50.4,44.0,0.0,6188.25, 36 months,C,5,0,MORTGAGE,Verified,1,0,WI,6423.0,0,0
10000.0,14.99,41000.0,5.8,0.0,1.0,7.0,3121.0,46.6,25.0,0.0,11291.73614, 36 months,C,5,1,RENT,Source Verified,3,0,OK,4962.0,0,0
7200.0,19.99,21200.0,31.65,0.0,0.0,6.0,2526.0,36.1,6.0,0.0,1699.29, 36 months,D,5,1,RENT,Verified,3,0,CA,2862.0,0,1
20000.0,11.99,80000.0,38.31,0.0,0.0,20.0,26299.0,54.8,42.0,19668.42,1190.37, 60 months,E,5,2,MORTGAGE,Not Verified,3,2,NC,9011.0,0,0
18000.0,10.49,75000.0,8.88,0.0,0.0,5.0,15908.0,37.8,27.0,3404.8,17527.82, 36 months,B,5,1,MORTGAGE,Source Verified,2,0,KS,7427.0,0,0
7500.0,7.96,65000.0,12.89,0.0,1.0,12.0,7973.0,18.7,16.0,5195.45,2815.36, 36 months,A,5,2,MORTGAGE,Source Verified,3,0,AL,3532.0,1,0
10000.0,12.13,24000.0,23.45,0.0,0.0,8.0,3773.0,31.2,14.0,8988.54,1771.4, 60 months,B,0,1,MORTGAGE,Verified,1,1,NV,3958.0,0,0
20000.0,11.05,80000.0,26.57,0.0,0.0,10.0,5058.0,26.5,16.0,0.0,20992.957309999998, 36 months,B,5,1,OWN,Source Verified,1,2,AR,4231.0,0,0
14625.0,14.99,85000.0,21.93,0.0,0.0,7.0,16465.0,61.2,14.0,0.0,16845.76413, 60 months,C,5,1,MORTGAGE,Not Verified,3,2,VA,5297.0,0,0
5500.0,9.16,27672.0,24.74,0.0,0.0,8.0,9412.0,35.3,22.0,0.0,5924.280589, 36 months,B,0,1,RENT,Source Verified,3,0,MN,12752.0,1,0
